# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.477622985839843750e+00 0.000000000000000000e+00 3.086646199226379395e-01 9.398465603590011597e-02 5.023677945137023926e-01 3.022488832473754883e+00 9.477622985839843750e+00 0.000000000000000000e+00 3.086646199226379395e-01 9.398465603590011597e-02 5.023677945137023926e-01 3.022488832473754883e+00
1.000000000000000000e+03 8.141488768160343170e-03 2.147042304277420044e-01 1.951446384191513062e-01 4.456654936075210571e-02 1.914638653397560120e-02 8.918645977973937988e-01 8.141488768160343170e-03 2.147042304277420044e-01 1.951446384191513062e-01 4.456654936075210571e-02 1.914638653397560120e-02 8.918645977973937988e-01
2.000000000000000000e+03 5.232320167124271393e-03 2.153507769107818604e-01 1.950842440128326416e-01 4.080321267247200012e-02 1.864280365407466888e-02 8.957206010818481445e-01 5.232320167124271393e-03 2.153507769107818604e-01 1.950842440128326416e-01 4.080321267247200012e-02 1.864280365407466888e-02 8.957206010818481445e-01
3.000000000000000000e+03 4.263772163540124893e-03 2.159414589405059814e-01 1.943218261003494263e-01 3.789269924163818359e-02 1.849277131259441376e-02 8.985471725463867188e-01 4.263772163540124893e-03 2.159414589405059814e-01 1.943218261003494263e-01 3.789269924163818359e-02 1.849277131259441376e-02 8.985471725463867188e-01
4.000000000000000000e+03 4.313932266086339951e-03 2.159776091575622559e-01 1.942150145769119263e-01 3.777248412370681763e-02 1.855620555579662323e-02 8.985757231712341309e-01 4.313932266086339951e-03 2.159776091575622559e-01 1.942150145769119263e-01 3.777248412370681763e-02 1.855620555579662323e-02 8.985757231712341309e-01
5.000000000000000000e+03 4.370244685560464859e-03 2.159709781408309937e-01 1.941372156143188477e-01 3.777750208973884583e-02 1.857888139784336090e-02 8.985448479652404785e-01 4.370244685560464859e-03 2.159709781408309937e-01 1.941372156143188477e-01 3.777750208973884583e-02 1.857888139784336090e-02 8.985448479652404785e-01
6.000000000000000000e+03 4.347512498497962952e-03 2.159849703311920166e-01 1.943259537220001221e-01 3.774214535951614380e-02 1.861084811389446259e-02 8.983303904533386230e-01 4.347512498497962952e-03 2.159849703311920166e-01 1.943259537220001221e-01 3.774214535951614380e-02 1.861084811389446259e-02 8.983303904533386230e-01
7.000000000000000000e+03 4.418469034135341644e-03 2.159731537103652954e-01 1.940931677818298340e-01 3.773235157132148743e-02 1.860435679554939270e-02 8.984742760658264160e-01 4.418469034135341644e-03 2.159731537103652954e-01 1.940931677818298340e-01 3.773235157132148743e-02 1.860435679554939270e-02 8.984742760658264160e-01
8.000000000000000000e+03 4.445630591362714767e-03 2.159616500139236450e-01 1.940646916627883911e-01 3.770313411951065063e-02 1.859764009714126587e-02 8.984820246696472168e-01 4.445630591362714767e-03 2.159616500139236450e-01 1.940646916627883911e-01 3.770313411951065063e-02 1.859764009714126587e-02 8.984820246696472168e-01
9.000000000000000000e+03 4.454118665307760239e-03 2.159505337476730347e-01 1.940517872571945190e-01 3.768830373883247375e-02 1.859273388981819153e-02 8.984752297401428223e-01 4.454118665307760239e-03 2.159505337476730347e-01 1.940517872571945190e-01 3.768830373883247375e-02 1.859273388981819153e-02 8.984752297401428223e-01
1.000000000000000000e+04 4.612651187926530838e-03 2.161910235881805420e-01 1.955502778291702271e-01 3.754926472902297974e-02 1.805303059518337250e-02 8.973248004913330078e-01 4.612651187926530838e-03 2.161910235881805420e-01 1.955502778291702271e-01 3.754926472902297974e-02 1.805303059518337250e-02 8.973248004913330078e-01
