# x, y
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -1.250000000000000000e-01
1.000000000000000000e+00 -1.250000000000000000e-01
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -1.250000000000000000e-01
5.000000000000000000e-01 -4.427083209156990051e-02
2.500000000000000000e-01 -1.318359375000000000e-02
7.500000000000000000e-01 -8.349609375000000000e-02
1.250000000000000000e-01 -3.590901615098118782e-03
6.250000000000000000e-01 -6.332397460937500000e-02
3.750000000000000000e-01 -2.719116210937500000e-02
8.750000000000000000e-01 -1.041768342256546021e-01
6.250000000000000000e-02 -9.365081787109375000e-04
5.625000000000000000e-01 -5.360984802246093750e-02
3.125000000000000000e-01 -1.972516253590583801e-02
