sample_index,config_index,config_name,velocity_index,U,Re,Ca,E,h,t,theta1_deg,theta2_deg,theta3_deg,D,H,L,H_soft,b,N_per_col,Cd_soft_prior,Cd_cyl_prior,F_exp,F_matlab_iter,F_matlab_pre,F_total_rigid,F_total_Ca,F_leaf_iter,Fcol_1,Fcol_2,Fcol_3,shielding_coef_matlab,angle_diff_deg_matlab
65,3,PVC_10_180,8,0.25,6250.0,3.8400000000000003,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6845232810763484,0.6906583347793966,0.6983599196335017,0.6486377018922194,0.5640159725636166,0.4750333347793967,0.23751666738971333,1.1004521405817678e-21,0.23751666738968336,0.8448962855708713,88.97925711417425
66,3,PVC_10_180,9,0.275,6875.0,4.646400000000001,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8764917513892456,0.8375210610899779,0.8463628316731346,0.7848516192895856,0.6565070307201188,0.5766148110899779,0.28830740554503087,1.3053009247209942e-21,0.28830740554494705,0.8167735638933007,83.35471277866012
67,3,PVC_10_180,10,0.3,7500.0,5.529600000000001,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9029657104791227,0.9867265991213562,1.0005791741535204,0.9340382907247957,0.7547647829047092,0.6762265991213562,0.33811329956076636,1.5292022472226538e-21,0.33811329956058983,0.790643891271539,78.12877825430779
68,3,PVC_10_180,11,0.32499999999999996,8125.0,6.4895999999999985,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0138746610493636,1.1360625733416185,1.159293732140719,1.0961977161978504,0.8587071063722683,0.7716563233416187,0.385828161670725,1.7719415483727624e-21,0.38582816167089373,0.7669125914078441,73.38251828156882
69,3,PVC_10_180,12,0.35,8750.0,7.5264,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.3139471014006894,1.2847846887255285,1.3216647392375314,1.2713298957087498,0.9682625799390614,0.8621596887255285,0.4310798443627792,5.840269047205506e-23,0.43107984436274926,0.7455744570679468,69.11489141358936
70,3,PVC_10_180,13,0.375,9375.0,8.64,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.5928974305404147,1.4329709971011868,1.487365475955907,1.4594348292574935,1.0833684124058682,0.9478147471011868,0.47390737355055973,5.378404923911648e-23,0.4739073735506271,0.7264378897460444,65.28757794920887
71,3,PVC_10_180,14,0.4,10000.0,9.830400000000003,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.7449835863714647,1.5810770806052323,1.6563372134259269,1.660512516844082,1.203968885509918,1.029077080605232,0.5145385403025481,4.737613173299386e-23,0.514538540302684,0.7092531153909278,61.85062307818556
72,3,PVC_10_180,15,0.425,10625.0,11.097599999999998,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.9275761164444596,1.7296900537316553,1.8286491789223311,1.874562958468514,1.3300141589556205,1.1065338037316554,0.5532669018658705,4.37584633124885e-23,0.553266901865785,0.6937710769750265,58.7542153950053
73,3,PVC_10_180,16,0.45,11250.0,12.441600000000001,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.2017435964795204,1.8794080961292015,2.00442558558636,2.101586154130791,1.461459336683827,1.1807830961292014,0.5903915480646601,7.206585408414194e-24,0.5903915480645414,0.6797663179107134,55.95326358214267
74,3,PVC_10_180,17,0.475,11875.0,13.862400000000001,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.4811915824778445,2.0307875475357875,2.1838091070935635,2.3415821038309117,1.5982637257409764,1.2523812975357878,0.626190648767937,1.0895943640286654e-23,0.6261906487678508,0.6670430368350557,53.40860736701114
75,3,PVC_10_180,18,0.5,12500.0,15.360000000000001,12500000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.58728394938047,2.1843236899030654,2.3669431514135013,2.5945508075688775,1.7403902398524953,1.321823689903065,0.6609118449515256,3.690077228372934e-22,0.6609118449515397,0.6554343383492289,51.08686766984579
76,4,Rguijiao_20_0,0,0.05,1250.0,0.5408450704225354,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.07938564947240324,0.032498911557435596,0.03832949155163034,0.043266016151377554,0.06219352188111636,0.024918400489793005,0.0008497143564129386,0.012034343066690042,0.012034343066690026,0.9132076485962529,102.64152971925058
77,4,Rguijiao_20_0,1,0.07500000000000001,1875.0,1.2169014084507046,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.06598012096635843,0.06912527011147487,0.0833284839964337,0.0973485363405995,0.11138722492476556,0.05153719738604319,0.0020769807445777462,0.024730108320732892,0.02473010832073255,0.9264792029623253,105.29584059246507
78,4,Rguijiao_20_0,2,0.1,2500.0,2.1633802816901415,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.13217772388571092,0.11468496826310443,0.1419757083265941,0.17306406460551021,0.16948421665954522,0.0825465076785798,0.004223970204987777,0.039161268736796304,0.039161268736795714,0.9396970657067488,107.93941314134977
79,4,Rguijiao_20_0,3,0.125,3125.0,3.3802816901408455,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.19640157065162356,0.16684309875471687,0.2124315438724652,0.27041260094610964,0.23566542436131488,0.11571541553858374,0.008221819827152893,0.053746797855711945,0.0537467978557189,0.9483026543957803,109.66053087915606
80,4,Rguijiao_20_0,4,0.15000000000000002,3750.0,4.867605633802818,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.2594615993214618,0.22702024109670263,0.2967953510930207,0.389394145362398,0.30940253299512926,0.15324074877366745,0.0178225839538064,0.06770908240992923,0.06770908240993181,0.9432054380284892,108.64108760569785
81,4,Rguijiao_20_0,5,0.175,4375.0,6.6253521126760555,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3580071787220014,0.33891573889473964,0.43649426071323316,0.5300086978543749,0.3903210198717865,0.24505215808348454,0.08332484810068508,0.08086365499140184,0.08086365499139761,0.8541660132726032,90.83320265452063
82,4,Rguijiao_20_0,6,0.2,5000.0,8.653521126760566,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4749536578501292,0.5345469632334798,0.6312342488315276,0.6922562584220409,0.4781389119458625,0.42205084018699074,0.2354182853967056,0.09331627739515358,0.09331627739513154,0.7266942310020241,65.33884620040482
83,4,Rguijiao_20_0,7,0.22500000000000003,5625.0,10.952112676056343,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5159441426942311,0.6892534397896197,0.7961056759614401,0.8761368270653956,0.572634814685099,0.549318899718179,0.33878958053625907,0.10526465959090511,0.10526465959101484,0.670148461378206,54.02969227564121
84,4,Rguijiao_20_0,8,0.25,6250.0,13.521126760563382,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5834466511386793,0.8277502102488772,0.9547738341524132,1.0816504037844386,0.6736294195786664,0.6548582237048778,0.42104469383946364,0.11690676493273933,0.1169067649326748,0.6344692843003009,46.89385686006018
85,4,Rguijiao_20_0,9,0.275,6875.0,16.360563380281693,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8144222650989796,0.9584884365518251,1.1125703520984656,1.308796988579171,0.7809739906344116,0.747797574099505,0.4909791109530982,0.12840923157322912,0.12840923157317763,0.6089425430519531,41.78850861039061
86,4,Rguijiao_20_0,10,0.3,7500.0,19.47042253521127,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9322098921200066,1.0856673930425833,1.2716459692362132,1.5575765814495917,0.8945427854265336,0.8326075029076012,0.5528031099462882,0.13990219648067004,0.13990219648064298,0.5894266758495521,37.885335169910434
87,4,Rguijiao_20_0,11,0.32499999999999996,8125.0,22.850704225352107,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9858451687424893,1.211830636553957,1.4331638142843146,1.8279891823957009,1.0142278431202958,0.9119779589515615,0.6090114334010359,0.15148326277525476,0.15148326277527085,0.5738567336420652,34.771346728413036
88,4,Rguijiao_20_0,12,0.35,8750.0,26.501408450704222,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1948414876278228,1.338668532505231,1.5978594499662053,2.1200347914174995,1.1399352714498874,0.9876901773699108,0.6612422258050119,0.16322397578243325,0.16322397578246572,0.5610531815486459,32.21063630972918
89,4,Rguijiao_20_0,13,0.375,9375.0,30.422535211267608,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.4401521157518147,1.4673637883148736,1.7662426590511358,2.433713408514987,1.2715825233661076,1.060987337659134,0.7106358211716229,0.1751757582435145,0.17517575824399662,0.5502813851974463,30.05627703948926
90,4,Rguijiao_20_0,14,0.4,10000.0,34.614084507042264,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.593971353909389,1.5987710635838766,1.9386873331984629,2.7690250336881634,1.409096350097862,1.1327657674555012,0.7580162026333679,0.18737478241087746,0.1873747824112558,0.541055083479405,28.211016695881
91,4,Rguijiao_20_0,15,0.425,10625.0,39.07605633802816,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.8475562554032479,1.7335219714616095,2.115478213375515,3.125969666937028,1.552411230212476,1.2036863276574403,0.8039943712792009,0.19984597818899513,0.19984597818924427,0.5330373568610054,26.607471372201076
92,4,Rguijiao_20_0,16,0.45,11250.0,43.80845070422536,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.9395111778261873,1.8720905166011292,2.2968373433330243,3.5045473082615812,1.7014681421074092,1.2742435752342802,0.8490320877711035,0.21260574373151547,0.2126057437316613,0.5259861899102013,25.197237982040264
93,4,Rguijiao_20_0,17,0.475,11875.0,48.8112676056338,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.0250659232683326,2.0148366236445727,2.4829408973397715,3.9047579576618237,1.856213589699108,1.3448117959956138,0.8934833874720043,0.22566420426168904,0.22566420426192052,0.5197225775987143,23.94451551974285
94,4,Rguijiao_20_0,18,0.5,12500.0,54.08450704225353,3550000.0,0.02,0.002,20.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.115951000593316,2.1627122051393917,2.6745867275644484,4.326601615137754,2.0165988183440904,1.4163239131226903,0.9382701399474405,0.2390268865876556,0.23902688658759413,0.5142316011353053,22.846320227061057
95,5,Rguijiao_20_180,0,0.05,1250.0,0.5408450704225354,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.03256566931387439,0.036716017036010976,0.04022538843381046,0.04326601615137756,0.062193521881116376,0.028091017036010975,0.014045508518005501,4.7717438568293143e-23,0.014045508518005474,0.9817633051929197,116.35266103858393
96,5,Rguijiao_20_180,1,0.07500000000000001,1875.0,1.2169014084507046,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.1428789409248123,0.08891892628231948,0.09513920293112588,0.0973485363405995,0.11138722492476556,0.06951267628231947,0.034756338141159686,9.746241935080205e-23,0.03475633814115979,0.9558129092354352,111.16258184708703
97,5,Rguijiao_20_180,2,0.1,2500.0,2.1633802816901415,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.1548112907421445,0.17281557801081396,0.1795675324875687,0.17306406460551024,0.16948421665954524,0.13831557801081396,0.06915778900540946,1.557721317293763e-22,0.06915778900540451,0.9151419789270023,103.02839578540048
98,5,Rguijiao_20_180,3,0.125,3125.0,3.3802816901408455,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3438483557488102,0.28852082265265006,0.2932866007355652,0.27041260094610964,0.23566542436131488,0.23461457265265007,0.11730728632632378,3.3007463737436993e-22,0.1173072863263263,0.8628254853421491,92.56509706842982
99,5,Rguijiao_20_180,4,0.15000000000000002,3750.0,4.867605633802818,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.36625405502349206,0.4199612489443504,0.42549012792682794,0.389394145362398,0.30940253299512926,0.34233624894435033,0.17116812447219246,3.05124727294964e-22,0.17116812447215787,0.8097938811688252,81.95877623376504
100,5,Rguijiao_20_180,5,0.175,4375.0,6.6253521126760555,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5469441334324355,0.5510766056594543,0.5651826167115339,0.5300086978543749,0.3903210198717865,0.44542035565945426,0.22271017782973482,4.1042530329803873e-22,0.22271017782971947,0.7638893976914618,72.77787953829234
101,5,Rguijiao_20_180,6,0.2,5000.0,8.653521126760566,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6811033656741817,0.6769141645937052,0.7079388309804265,0.692256258422041,0.4781389119458626,0.5389141645937052,0.269457082296837,5.165577981504802e-22,0.26945708229686827,0.7262254317357066,65.24508634714132
102,5,Rguijiao_20_180,7,0.22500000000000003,5625.0,10.952112676056343,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8595311386746253,0.7983452864181254,0.852977906015553,0.8761368270653956,0.572634814685099,0.6236890364181253,0.3118445182090889,6.088031377611512e-22,0.31184451820903647,0.6954247081998566,59.084941639971305
103,5,Rguijiao_20_180,8,0.25,6250.0,13.521126760563382,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9238037460398186,0.9175270460050697,1.0006116853570177,1.0816504037844386,0.6736294195786664,0.7019020460050698,0.3509510230025885,4.434387053442468e-23,0.35095102300248127,0.669931215766119,53.986243153223796
104,5,Rguijiao_20_180,9,0.275,6875.0,16.360563380281693,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.156620347853205,1.0364611265685406,1.1513648803259389,1.308796988579171,0.7809739906344116,0.7755548765685405,0.3877774382842328,1.5124849128356416e-22,0.38777743828430766,0.6485116804817453,49.70233609634906
105,5,Rguijiao_20_180,10,0.3,7500.0,19.47042253521127,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.4060607370635116,1.1567227249733012,1.3057371620300184,1.5575765814495914,0.8945427854265335,0.8462227249733013,0.42311136248665954,2.1849816489099323e-22,0.4231113624866418,0.6302563526296132,46.05127052592263
106,5,Rguijiao_20_180,11,0.32499999999999996,8125.0,22.850704225352107,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.4605862438268797,1.2794927711121664,1.4641516654341982,1.8279891823957009,1.0142278431202958,0.9150865211121664,0.4575432605560906,2.0516509139301945e-22,0.45754326055607575,0.6144993240306158,42.89986480612316
107,5,Rguijiao_20_180,12,0.35,8750.0,26.501408450704222,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.5938189405505439,1.4056439890137542,1.6269539707539693,2.1200347914174995,1.1399352714498874,0.9830189890137542,0.4915094945069929,1.0935383213203508e-22,0.49150949450676135,0.6007478518105063,40.14957036210126
108,5,Rguijiao_20_180,13,0.375,9375.0,30.422535211267608,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.7949695980666105,1.5358195524307292,1.7944229826905296,2.433713408514987,1.2715825233661076,1.0506633024307293,0.5253316512151601,1.4952705100679777e-22,0.5253316512155691,0.5886312869578509,37.726257391570186
109,5,Rguijiao_20_180,14,0.4,10000.0,34.614084507042264,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.817214420622622,1.6704939734723805,1.9667830873666663,2.769025033688164,1.4090963500978622,1.1184939734723804,0.559246986736295,1.9560245508440653e-22,0.5592469867360854,0.5778660455710628,35.573209114212574
110,5,Rguijiao_20_180,15,0.425,10625.0,39.07605633802816,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.9982558183649806,1.8100177923245866,2.1442147168528565,3.125969666937028,1.552411230212476,1.1868615423245865,0.593430771162302,4.2097403675047305e-22,0.5934307711622846,0.5682315710847408,33.646314216948156
111,5,Rguijiao_20_180,16,0.45,11250.0,43.80845070422536,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.143940641798216,1.9546498895575886,2.3268629054233436,3.5045473082615812,1.7014681421074092,1.2560248895575885,0.6280124447789766,7.673410289454221e-23,0.6280124447786118,0.559553466515148,31.910693303029603
112,5,Rguijiao_20_180,17,0.475,11875.0,48.8112676056338,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.17088732718335,2.1045809643056614,2.5148441644272825,3.9047579576618237,1.856213589699108,1.3261747143056613,0.6630873571526702,1.0249265637744416e-21,0.6630873571529909,0.5516924395720808,30.338487914416163
113,5,Rguijiao_20_180,18,0.5,12500.0,54.08450704225353,3550000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,2.288050701472371,2.2599505533270987,2.70825186354645,4.326601615137754,2.0165988183440904,1.3974505533270989,0.6987252766637595,1.5449125679692257e-21,0.6987252766633394,0.5445352440126555,28.907048802531108
114,6,Rguijiao_10_0,0,0.05,1250.0,0.5408450704225354,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.032475968850995685,0.025863560923020522,0.02862453044314399,0.02594550807568878,0.035409260940558185,0.019057097325692784,0.007022754259002751,0.006017171533345021,0.006017171533345013,0.6977755424463832,59.55510848927661
115,6,Rguijiao_10_0,1,0.07500000000000001,1875.0,1.2169014084507046,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.017900784766577974,0.05766961775623146,0.06382404299570521,0.05837739317029976,0.0653967374623828,0.042108277391312565,0.017378169070579843,0.012365054160366446,0.012365054160366274,0.6890503199407609,57.810063988152194
116,6,Rguijiao_10_0,2,0.1,2500.0,2.1633802816901415,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.07656078086036189,0.10174413077490416,0.11214767508005857,0.10378203230275512,0.10199210832977261,0.07374016323950074,0.03457889450270473,0.019580634368398152,0.019580634368397857,0.6682419812158508,53.64839624317014
117,6,Rguijiao_10_0,3,0.125,3125.0,3.3802816901408455,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.23806096755456707,0.15652606893714627,0.1717850912979007,0.16215942547305484,0.14478583718065746,0.1124004410188773,0.05865364316316189,0.026873398927855972,0.02687339892785945,0.6360481936807482,47.20963873614963
118,6,Rguijiao_10_0,4,0.15000000000000002,3750.0,4.867605633802818,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.17726111952758578,0.21744224077224908,0.2391846528572462,0.23350957268119904,0.19351376649756463,0.15329314464602675,0.08558406223609623,0.03385454120496462,0.03385454120496591,0.601946935502953,40.389387100590596
119,6,Rguijiao_10_0,5,0.175,4375.0,6.6253521126760555,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.18364696042073447,0.280617010908379,0.3114841475971416,0.31783247392718744,0.24798863493589324,0.19221874390626714,0.11135508891486741,0.04043182749570092,0.040431827495698805,0.573158472747165,34.63169454943299
120,6,Rguijiao_10_0,6,0.2,5000.0,8.653521126760566,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3012953869988273,0.34508037107815837,0.38764197660783956,0.4151281292110205,0.3080694559729313,0.22804481854356107,0.1347285411484185,0.04665813869757679,0.04665813869756577,0.5506797302548299,30.13594605096597
121,6,Rguijiao_10_0,7,0.22500000000000003,5625.0,10.952112676056343,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3997516594805505,0.41127728056660995,0.46753194676091014,0.5253965385326979,0.3736455323425495,0.2611869186955044,0.15592225910454444,0.052632329795452557,0.05263232979550742,0.5332547841912738,26.650956838254757
122,6,Rguijiao_10_0,8,0.25,6250.0,13.521126760563382,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3755049316080843,0.4799223779455572,0.5512947620418728,0.6486377018922194,0.44462720978933323,0.29238227643400133,0.17547551150129426,0.05845338246636966,0.0584533824663374,0.5195333904825377,23.906678096507534
123,6,Rguijiao_10_0,9,0.275,6875.0,16.360563380281693,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5174230302127327,0.5516476331163089,0.6391182655113563,0.7848516192895856,0.5209401203172058,0.32229795071531975,0.1938887191421164,0.06420461578661456,0.06420461578658881,0.5085000165114327,21.700003302286547
124,6,Rguijiao_10_0,10,0.3,7500.0,19.47042253521127,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7263884434646286,0.6269435204421615,0.7311768267350057,0.9340382907247958,0.6025213927132668,0.35145787772398623,0.21155568124332977,0.06995109824033502,0.06995109824032149,0.49944521011630294,19.889042023260572
125,6,Rguijiao_10_0,11,0.32499999999999996,8125.0,22.850704225352107,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8567210390125444,0.7061750801941703,0.8276178153256931,1.0961977161978504,0.6893170465601479,0.3802548930533082,0.2287716302780453,0.07574163138762738,0.07574163138763543,0.49187702781083004,18.37540556216601
126,6,Rguijiao_10_0,12,0.35,8750.0,26.501408450704222,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.703173159721274,0.789610266247754,0.9285617589422033,1.2713298957087498,0.7812801357249437,0.4089787230359459,0.24575474725349644,0.08161198789121663,0.08161198789123286,0.4854498968439984,17.089979368799675
127,6,Rguijiao_10_0,13,0.375,9375.0,30.422535211267608,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7567718916219093,0.8774448063479823,1.0341058048791933,1.4594348292574935,0.8783693866830538,0.43784158385133565,0.26266582560758006,0.08758787912175725,0.08758787912199831,0.47991630851080047,15.983261702160092
128,6,Rguijiao_10_0,14,0.4,10000.0,34.614084507042264,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9265901082648575,0.9698213215211062,1.144327652218,1.660512516844082,0.9805481750489311,0.46699827577921416,0.2796234933681475,0.09368739120543873,0.0936873912056279,0.47509527562495235,15.019055124990473
129,6,Rguijiao_10_0,15,0.425,10625.0,39.07605633802816,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9616321088321236,1.066843543852975,1.259289253042589,1.874562958468514,1.087783740106238,0.4965613637702707,0.296715385581151,0.09992298909449757,0.09992298909462213,0.47085179900601026,14.17035980120204
130,6,Rguijiao_10_0,16,0.45,11250.0,43.80845070422536,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1405758332963636,1.1685863876392877,1.3790396391001183,2.101586154130791,1.2000465710537047,0.5266119661210766,0.3140062223894883,0.10630287186575774,0.10630287186583065,0.46708327359839275,13.416654719678547
131,6,Rguijiao_10_0,17,0.475,11875.0,48.8112676056338,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0781453071446094,1.2751034470739535,1.5036174186758733,2.3415821038309117,1.3173099198495541,0.5572078828381399,0.3315436785763351,0.11283210213084452,0.11283210213096026,0.46371037478309474,12.74207495661895
132,6,Rguijiao_10_0,18,0.5,12500.0,54.08450704225353,3550000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.16541294231698,1.3864324384093032,1.6330527711951281,2.5945508075688775,1.4395494091720455,0.5883895249195046,0.34936263833187975,0.1195134432938278,0.11951344329379707,0.46067082719948543,12.134165439897089
133,7,Rguijiao_10_180,0,0.05,1250.0,0.5408450704225354,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.07105152454567942,0.02267050851800549,0.024425194216905234,0.02594550807568878,0.035409260940558185,0.014045508518005487,0.007022754259002751,2.3858719284146572e-23,0.007022754259002737,0.9817633051929197,116.35266103858393
134,7,Rguijiao_10_180,1,0.07500000000000001,1875.0,1.2169014084507046,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.12306200357092134,0.05416258814115974,0.05727272646556294,0.05837739317029975,0.06539673746238278,0.034756338141159734,0.017378169070579843,4.8731209675401025e-23,0.017378169070579895,0.9558129092354352,111.16258184708703
135,7,Rguijiao_10_180,2,0.1,2500.0,2.1633802816901415,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.12778022690704816,0.10365778900540698,0.10703376624378436,0.10378203230275512,0.10199210832977261,0.06915778900540698,0.03457889450270473,7.788606586468815e-23,0.034578894502702254,0.9151419789270023,103.02839578540048
