# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.413849145174026489e-01 4.777754843235015869e-02 3.182902336120605469e-01 1.373718678951263428e-01 4.777754843235015869e-02 3.182902336120605469e-01
1.000000000000000000e+03 1.867835642769932747e-03 4.150985623709857464e-04 7.295095128938555717e-04 1.197175355628132820e-03 4.150985623709857464e-04 7.295095128938555717e-04
2.000000000000000000e+03 5.474719800986349583e-04 6.533897249028086662e-05 1.074065949069336057e-04 4.005334048997610807e-04 6.533897249028086662e-05 1.074065949069336057e-04
3.000000000000000000e+03 2.380226214881986380e-04 2.867495641112327576e-05 4.305005131755024195e-05 1.731990196276456118e-04 2.867495641112327576e-05 4.305005131755024195e-05
4.000000000000000000e+03 1.300690055359154940e-04 7.822018233127892017e-06 1.293242257816018537e-05 9.423091978533193469e-05 7.822018233127892017e-06 1.293242257816018537e-05
5.000000000000000000e+03 2.783985401038080454e-04 2.198099718953017145e-05 9.299703378928825259e-05 2.223033225163817406e-04 2.198099718953017145e-05 9.299703378928825259e-05
6.000000000000000000e+03 3.805396772804670036e-05 4.275310857337899506e-06 3.604316134442342445e-06 3.036577618331648409e-05 4.275310857337899506e-06 3.604316134442342445e-06
7.000000000000000000e+03 2.980784302053507417e-05 2.994508122355910018e-06 2.205250893894117326e-06 2.350715840293560177e-05 2.994508122355910018e-06 2.205250893894117326e-06
8.000000000000000000e+03 4.790495586348697543e-05 3.035852614630130120e-06 1.457172493246616796e-05 3.758949969778768718e-05 3.035852614630130120e-06 1.457172493246616796e-05
9.000000000000000000e+03 2.036040132225025445e-05 1.215710540236614179e-06 1.041192376760591287e-06 1.517647342552663758e-05 1.215710540236614179e-06 1.041192376760591287e-06
1.000000000000000000e+04 2.218579356849659234e-05 4.920945684716571122e-06 3.007472059834981337e-06 1.670058918534778059e-05 4.920945684716571122e-06 3.007472059834981337e-06
1.100000000000000000e+04 1.623981552256736904e-05 8.145655669977713842e-07 7.299745448108296841e-07 1.177231570181902498e-05 8.145655669977713842e-07 7.299745448108296841e-07
1.200000000000000000e+04 8.606750634498894215e-05 3.870621185342315584e-06 2.572757693997118622e-05 7.211400225060060620e-05 3.870621185342315584e-06 2.572757693997118622e-05
1.300000000000000000e+04 1.381195579597260803e-05 6.253935111999453511e-07 5.727197276428341866e-07 9.775338185136206448e-06 6.253935111999453511e-07 5.727197276428341866e-07
1.400000000000000000e+04 1.890673047455493361e-05 2.985057108162436634e-06 6.166921139083569869e-06 1.361784234177321196e-05 2.985057108162436634e-06 6.166921139083569869e-06
1.500000000000000000e+04 1.221303682541474700e-05 7.881359920247632544e-07 6.918129429323016666e-07 8.460049684799741954e-06 7.881359920247632544e-07 6.918129429323016666e-07
1.600000000000000000e+04 1.742523454595357180e-05 7.934449968161061406e-07 4.760100580369908130e-07 1.190461352962302044e-05 7.934449968161061406e-07 4.760100580369908130e-07
1.700000000000000000e+04 1.105510273191612214e-05 1.186027816402202006e-06 9.676685976955923252e-07 7.587791969854151830e-06 1.186027816402202006e-06 9.676685976955923252e-07
1.800000000000000000e+04 1.074963438441045582e-05 4.375145294943649787e-07 3.973186153416463640e-07 7.469703177775954828e-06 4.375145294943649787e-07 3.973186153416463640e-07
1.900000000000000000e+04 1.029026680043898523e-05 6.160909151731175371e-07 6.598427262360928580e-07 6.855965239083161578e-06 6.160909151731175371e-07 6.598427262360928580e-07
2.000000000000000000e+04 9.462489288125652820e-06 3.919811604191636434e-07 3.049403858312871307e-07 6.338079401757568121e-06 3.919811604191636434e-07 3.049403858312871307e-07
2.000000000000000000e+04 9.462489288125652820e-06 3.919811604191636434e-07 3.049403858312871307e-07 6.338079401757568121e-06 3.919811604191636434e-07 3.049403858312871307e-07
2.001600000000000000e+04 9.462489288125652820e-06 3.919811604191636434e-07 3.049403858312871307e-07 6.338079401757568121e-06 3.919811604191636434e-07 3.049403858312871307e-07
